               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.016008,             0.01441,           0.0014235,             0.92106,             0.79114,             0.83831,             0.54752,             0.02197,            0.021709,             0.00297,           0.0098806,           0.0098806,           0.0098806
                 149,             0.01525,            0.013567,           0.0016544,              0.9038,             0.80615,             0.84503,             0.56021,              0.0222,            0.022101,           0.0028728,           0.0098789,           0.0098789,           0.0098789
                 150,            0.015932,            0.014004,           0.0025255,             0.88084,             0.80935,             0.85279,             0.57082,            0.022265,            0.021859,           0.0035514,           0.0098773,           0.0098773,           0.0098773
                 151,             0.01568,            0.013678,           0.0017339,             0.90844,             0.83961,               0.859,              0.5645,            0.022018,            0.021954,           0.0028279,           0.0098757,           0.0098757,           0.0098757
                 152,            0.016634,            0.013914,           0.0011658,             0.89979,              0.8036,             0.85475,             0.56578,            0.022206,            0.022418,           0.0030356,            0.009874,            0.009874,            0.009874
                 153,            0.016935,            0.013935,           0.0012312,             0.89515,             0.82046,             0.85193,              0.5668,            0.021973,            0.021385,           0.0027324,           0.0098723,           0.0098723,           0.0098723
                 154,            0.016299,            0.014263,            0.001505,             0.91809,             0.81149,              0.8506,             0.55729,            0.021333,            0.022244,           0.0026878,           0.0098707,           0.0098707,           0.0098707
                 155,            0.015407,            0.013067,           0.0013065,             0.89544,             0.76281,             0.79763,             0.51644,            0.021909,            0.022309,           0.0033377,            0.009869,            0.009869,            0.009869
                 156,            0.015413,            0.013309,           0.0016879,             0.88769,             0.77349,             0.82075,             0.53378,            0.021891,            0.022211,           0.0030854,           0.0098673,           0.0098673,           0.0098673
                 157,            0.016017,             0.01476,           0.0021376,              0.8561,             0.76818,             0.81022,               0.524,            0.021667,            0.022223,           0.0051109,           0.0098656,           0.0098656,           0.0098656
                 158,            0.015614,            0.014313,            0.002013,             0.88956,              0.7455,             0.79812,             0.51767,            0.022039,            0.022633,           0.0051687,           0.0098638,           0.0098638,           0.0098638
                 159,            0.016098,            0.014272,            0.001305,             0.79367,             0.81301,             0.81332,             0.52694,            0.022755,            0.022066,           0.0063841,           0.0098621,           0.0098621,           0.0098621
                 160,            0.016742,            0.014934,           0.0014395,             0.87956,             0.79771,             0.83872,             0.54677,            0.022019,             0.02093,           0.0063617,           0.0098604,           0.0098604,           0.0098604
                 161,            0.015806,            0.015081,           0.0013591,             0.82976,              0.8177,             0.83723,             0.53109,             0.02201,            0.021528,           0.0058578,           0.0098586,           0.0098586,           0.0098586
                 162,            0.016456,            0.015225,           0.0012384,              0.8904,              0.7843,             0.82093,             0.52533,             0.02234,             0.02091,           0.0056196,           0.0098569,           0.0098569,           0.0098569
                 163,             0.01684,            0.014714,           0.0015877,             0.84616,             0.78137,             0.83393,             0.53127,            0.021701,            0.021272,           0.0044449,           0.0098551,           0.0098551,           0.0098551
                 164,            0.016382,            0.014429,           0.0012942,             0.93471,             0.78406,             0.83385,             0.52876,             0.02205,            0.021459,            0.003934,           0.0098533,           0.0098533,           0.0098533
                 165,            0.016505,            0.014058,           0.0015577,             0.84838,             0.79734,             0.83832,             0.53858,            0.022189,             0.02203,            0.003863,           0.0098515,           0.0098515,           0.0098515
                 166,            0.014537,            0.013556,           0.0013022,             0.86376,             0.76614,             0.80883,             0.52271,            0.022098,            0.022475,           0.0038178,           0.0098497,           0.0098497,           0.0098497
                 167,            0.014969,            0.014466,           0.0017501,             0.84484,              0.7975,             0.83523,             0.53692,            0.021991,            0.022397,           0.0039713,           0.0098479,           0.0098479,           0.0098479
                 168,            0.016772,            0.013529,           0.0016548,             0.87265,             0.77159,             0.81582,             0.52929,            0.021663,            0.022118,            0.003906,           0.0098461,           0.0098461,           0.0098461
                 169,            0.016406,            0.013901,           0.0012338,              0.8704,              0.7739,             0.83221,             0.54628,            0.021627,              0.0217,            0.004513,           0.0098442,           0.0098442,           0.0098442
                 170,            0.015612,            0.014031,           0.0010373,              0.9154,             0.77557,              0.8426,             0.54629,            0.021953,              0.0219,           0.0040076,           0.0098424,           0.0098424,           0.0098424
                 171,            0.016218,            0.014249,           0.0013355,             0.87951,             0.79757,             0.83057,             0.53839,            0.021913,            0.021819,           0.0043704,           0.0098405,           0.0098405,           0.0098405
                 172,            0.016451,            0.014757,           0.0016661,             0.92983,             0.77526,             0.81969,             0.53596,            0.021394,            0.021373,           0.0037963,           0.0098386,           0.0098386,           0.0098386
                 173,            0.014359,            0.013334,           0.0012747,             0.90367,             0.79834,             0.82983,             0.55095,             0.02172,            0.022037,           0.0038369,           0.0098368,           0.0098368,           0.0098368
                 174,            0.015663,            0.013534,           0.0014828,             0.89063,             0.76787,             0.81417,             0.53704,            0.021573,            0.021787,           0.0037873,           0.0098349,           0.0098349,           0.0098349
                 175,            0.015048,            0.013139,           0.0016122,             0.91172,             0.77044,             0.82636,              0.5442,            0.021653,            0.021648,            0.003538,            0.009833,            0.009833,            0.009833
                 176,              0.0155,            0.013987,           0.0015232,             0.91197,             0.80248,             0.84952,             0.55703,             0.02148,            0.021237,           0.0029336,            0.009831,            0.009831,            0.009831
                 177,             0.01455,            0.014556,           0.0013313,             0.86192,             0.84299,             0.84976,             0.55714,            0.021493,            0.021715,           0.0037239,           0.0098291,           0.0098291,           0.0098291
                 178,            0.014788,            0.013378,           0.0016809,             0.90281,             0.78406,             0.83815,             0.55269,            0.021481,            0.021917,           0.0083613,           0.0098272,           0.0098272,           0.0098272
                 179,            0.014215,            0.013472,           0.0013639,             0.91249,             0.77807,             0.81364,              0.5264,            0.021664,            0.022105,            0.009897,           0.0098252,           0.0098252,           0.0098252
                 180,            0.015681,            0.014669,           0.0016522,             0.93034,             0.76988,             0.83331,             0.54363,            0.021425,            0.022014,           0.0065899,           0.0098233,           0.0098233,           0.0098233
                 181,            0.015057,            0.013406,           0.0013075,             0.87271,              0.8154,             0.83987,             0.56126,            0.021321,            0.021845,           0.0052157,           0.0098213,           0.0098213,           0.0098213
                 182,            0.015352,            0.013536,           0.0010304,             0.92027,             0.78363,             0.83654,             0.55602,            0.021518,            0.022309,             0.00342,           0.0098193,           0.0098193,           0.0098193
                 183,            0.015454,             0.01396,           0.0015636,             0.93393,             0.80373,              0.8525,             0.55909,            0.021409,            0.021961,            0.003106,           0.0098174,           0.0098174,           0.0098174
                 184,            0.014748,             0.01366,           0.0017524,             0.88749,             0.77937,             0.81829,             0.54856,            0.021544,            0.021693,           0.0050988,           0.0098154,           0.0098154,           0.0098154
                 185,            0.015916,            0.013134,           0.0015598,             0.93086,             0.80011,             0.85624,             0.57216,              0.0221,            0.021953,            0.003902,           0.0098133,           0.0098133,           0.0098133
                 186,            0.015469,            0.014019,           0.0016366,             0.93135,             0.77248,             0.85552,             0.56381,            0.021952,            0.021904,           0.0033196,           0.0098113,           0.0098113,           0.0098113
                 187,            0.014691,            0.013963,           0.0011924,             0.92886,             0.75888,              0.8433,             0.54646,            0.022157,            0.021901,           0.0034149,           0.0098093,           0.0098093,           0.0098093
                 188,             0.01495,            0.012513,             0.00137,             0.92849,             0.76392,             0.84082,             0.55194,            0.022483,            0.022606,           0.0038152,           0.0098073,           0.0098073,           0.0098073
                 189,            0.015653,            0.013759,           0.0014217,              0.9182,             0.79648,             0.84552,             0.55355,            0.022384,            0.022082,           0.0039815,           0.0098052,           0.0098052,           0.0098052
                 190,            0.015482,            0.012671,           0.0013736,             0.89771,             0.80858,             0.84481,             0.55223,            0.022448,            0.022186,           0.0039486,           0.0098031,           0.0098031,           0.0098031
                 191,            0.014264,            0.013403,           0.0011064,              0.8914,             0.78538,             0.82415,             0.54955,            0.022147,            0.022509,           0.0040606,           0.0098011,           0.0098011,           0.0098011
                 192,            0.014579,            0.012869,           0.0011893,              0.9145,             0.75233,             0.82051,             0.54833,            0.022068,            0.022618,           0.0044265,            0.009799,            0.009799,            0.009799
                 193,            0.016205,            0.013512,            0.001436,             0.90544,             0.80566,             0.84251,             0.55655,            0.021866,            0.021742,           0.0044667,           0.0097969,           0.0097969,           0.0097969
                 194,            0.014581,            0.014209,           0.0013695,             0.91335,             0.78022,             0.82327,              0.5436,            0.022059,            0.021743,           0.0037011,           0.0097948,           0.0097948,           0.0097948
                 195,            0.014285,            0.013542,           0.0013958,               0.943,             0.76574,             0.83423,             0.55124,            0.022028,            0.022449,           0.0031477,           0.0097927,           0.0097927,           0.0097927
                 196,            0.014501,            0.013212,           0.0013303,             0.93056,             0.76764,             0.83627,             0.54727,            0.022147,            0.022579,           0.0051292,           0.0097905,           0.0097905,           0.0097905
                 197,            0.014851,            0.012611,           0.0013342,             0.87793,             0.80579,             0.82698,             0.53598,            0.022244,            0.022236,            0.005522,           0.0097884,           0.0097884,           0.0097884
                 198,            0.015345,            0.013558,           0.0012016,              0.9271,             0.79753,             0.84975,             0.54879,            0.022384,            0.022724,           0.0041122,           0.0097863,           0.0097863,           0.0097863
                 199,            0.015018,            0.013396,           0.0016479,             0.90301,             0.79757,             0.83602,             0.54809,            0.021863,            0.022573,           0.0045594,           0.0097841,           0.0097841,           0.0097841
                 200,            0.015028,            0.013215,           0.0013881,             0.91057,             0.78057,             0.82979,             0.54103,            0.022002,            0.022064,            0.004391,           0.0097819,           0.0097819,           0.0097819
                 201,            0.014227,            0.012935,           0.0014134,             0.94014,             0.79932,             0.86069,             0.57017,            0.021506,            0.022372,           0.0029394,           0.0097798,           0.0097798,           0.0097798
                 202,            0.014463,            0.012623,           0.0014382,             0.92201,             0.81305,             0.85203,             0.55465,            0.021822,            0.022913,           0.0027389,           0.0097776,           0.0097776,           0.0097776
                 203,            0.014071,            0.012778,           0.0010525,             0.89591,             0.81779,             0.85091,             0.55609,            0.021529,            0.022698,           0.0028605,           0.0097754,           0.0097754,           0.0097754
                 204,            0.014679,            0.013023,            0.001509,             0.87317,             0.80789,             0.83712,             0.55467,            0.021807,             0.02299,           0.0032751,           0.0097732,           0.0097732,           0.0097732
                 205,            0.014079,            0.013143,           0.0013304,              0.8833,             0.78481,             0.84085,             0.56106,            0.021471,            0.022581,           0.0036478,           0.0097709,           0.0097709,           0.0097709
                 206,            0.014324,            0.012492,           0.0013955,             0.94565,             0.77923,             0.84951,             0.56153,            0.021473,            0.023583,           0.0028888,           0.0097687,           0.0097687,           0.0097687
                 207,            0.014339,            0.012769,           0.0013841,             0.93604,             0.79515,             0.85649,             0.56354,            0.021561,            0.022501,           0.0029364,           0.0097665,           0.0097665,           0.0097665
                 208,            0.014213,            0.012952,           0.0011881,             0.96261,             0.78144,             0.85777,             0.56732,            0.021657,            0.022091,           0.0024772,           0.0097642,           0.0097642,           0.0097642
                 209,            0.013495,            0.012654,           0.0011034,             0.87661,             0.82436,             0.84622,             0.56727,            0.021562,            0.022817,           0.0024934,           0.0097619,           0.0097619,           0.0097619
                 210,            0.014546,            0.012752,           0.0013976,             0.88088,             0.81367,             0.83532,             0.54327,            0.021282,            0.022615,            0.003261,           0.0097597,           0.0097597,           0.0097597
                 211,            0.014851,            0.013179,           0.0011295,             0.89764,              0.7797,             0.82549,             0.54535,            0.021195,            0.022491,           0.0035036,           0.0097574,           0.0097574,           0.0097574
                 212,            0.013555,            0.012676,           0.0011567,             0.95039,              0.7693,             0.85206,             0.56213,            0.021333,            0.022643,           0.0031409,           0.0097551,           0.0097551,           0.0097551
                 213,            0.013795,            0.013021,          0.00081839,              0.9321,             0.78612,              0.8669,             0.56404,            0.021662,            0.022594,           0.0027124,           0.0097528,           0.0097528,           0.0097528
                 214,            0.014011,            0.012652,          0.00095804,             0.90082,             0.83045,             0.84772,             0.55353,            0.022069,            0.022859,           0.0025937,           0.0097505,           0.0097505,           0.0097505
                 215,            0.015019,            0.012972,           0.0015642,             0.94873,             0.79534,             0.84539,             0.55148,            0.021762,            0.022841,           0.0027341,           0.0097481,           0.0097481,           0.0097481
                 216,            0.013559,            0.012306,           0.0011687,             0.91682,             0.80956,             0.84816,             0.54682,            0.022122,            0.022758,           0.0027511,           0.0097458,           0.0097458,           0.0097458
                 217,            0.015778,            0.013156,          0.00097906,             0.92895,             0.78451,             0.83682,             0.54725,            0.021933,            0.022165,            0.003117,           0.0097435,           0.0097435,           0.0097435
                 218,            0.014662,            0.012797,            0.001261,             0.92735,             0.79196,             0.83437,             0.54774,            0.022047,            0.022533,            0.003195,           0.0097411,           0.0097411,           0.0097411
                 219,            0.014092,            0.013082,           0.0008535,             0.88752,              0.8254,             0.85021,             0.55814,            0.021912,            0.023457,            0.003123,           0.0097387,           0.0097387,           0.0097387
                 220,            0.014482,             0.01238,           0.0009685,             0.89375,             0.83183,              0.8494,             0.56199,            0.021925,            0.023005,           0.0033271,           0.0097364,           0.0097364,           0.0097364
                 221,            0.013652,            0.012385,           0.0013747,             0.86978,             0.83385,             0.83987,             0.54978,            0.021643,            0.022929,           0.0034208,            0.009734,            0.009734,            0.009734
                 222,            0.014195,            0.012116,           0.0012214,             0.88369,             0.79312,             0.83179,             0.55531,            0.021599,            0.022792,           0.0038014,           0.0097316,           0.0097316,           0.0097316
                 223,            0.013763,             0.01285,           0.0010851,             0.88267,             0.79943,             0.85869,             0.56928,             0.02151,            0.023274,           0.0033205,           0.0097292,           0.0097292,           0.0097292
                 224,            0.014177,             0.01275,          0.00099049,             0.87186,             0.81089,             0.85821,             0.55953,            0.021694,            0.023273,            0.003525,           0.0097267,           0.0097267,           0.0097267
                 225,            0.014028,            0.012651,           0.0011293,              0.8773,             0.80556,             0.83899,             0.54634,            0.021426,            0.022691,           0.0042371,           0.0097243,           0.0097243,           0.0097243
                 226,             0.01405,            0.012523,           0.0010409,             0.91314,             0.79707,             0.83977,             0.55152,            0.021385,            0.022541,           0.0049225,           0.0097219,           0.0097219,           0.0097219
                 227,            0.013923,            0.013342,           0.0012246,             0.88618,             0.78069,             0.84227,             0.55453,            0.021397,            0.022757,           0.0044277,           0.0097194,           0.0097194,           0.0097194
                 228,            0.013797,            0.013371,           0.0013928,             0.87789,             0.81917,             0.85034,             0.55116,            0.021409,            0.023134,           0.0040418,           0.0097169,           0.0097169,           0.0097169
                 229,            0.013797,            0.011881,           0.0011328,             0.83815,             0.84992,             0.85298,             0.55606,            0.021447,            0.023301,           0.0035865,           0.0097145,           0.0097145,           0.0097145
                 230,            0.012699,            0.012684,           0.0011687,             0.89731,             0.82827,             0.86557,             0.56506,            0.021695,            0.023749,           0.0029722,            0.009712,            0.009712,            0.009712
                 231,            0.013601,            0.011559,           0.0011268,             0.86892,             0.83044,             0.85447,             0.56204,             0.02175,            0.023168,           0.0035968,           0.0097095,           0.0097095,           0.0097095
                 232,            0.014396,            0.012928,           0.0012873,              0.8483,             0.82306,              0.8545,             0.57054,            0.021622,            0.023131,           0.0039362,            0.009707,            0.009707,            0.009707
                 233,             0.01276,            0.012391,            0.001008,             0.83423,             0.84934,             0.85645,             0.57126,            0.021373,            0.022947,           0.0041873,           0.0097045,           0.0097045,           0.0097045
                 234,            0.013398,            0.012133,           0.0014106,              0.8998,             0.74495,             0.83357,             0.55722,             0.02155,            0.023736,           0.0055397,            0.009702,            0.009702,            0.009702
                 235,            0.013389,             0.01209,           0.0014485,              0.8538,             0.79676,             0.83486,             0.54983,            0.021604,            0.023311,           0.0052936,           0.0096994,           0.0096994,           0.0096994
                 236,            0.013112,            0.012258,           0.0013782,             0.86179,             0.79981,             0.83683,             0.53445,             0.02164,            0.023925,           0.0054401,           0.0096969,           0.0096969,           0.0096969
                 237,            0.013865,            0.011829,           0.0010838,             0.90343,             0.79625,             0.84151,             0.56341,             0.02174,            0.023843,           0.0039884,           0.0096943,           0.0096943,           0.0096943
                 238,            0.012668,            0.012152,           0.0011259,             0.90776,             0.79539,             0.85538,             0.56169,            0.021573,            0.023696,           0.0033083,           0.0096918,           0.0096918,           0.0096918
                 239,            0.014211,            0.012688,           0.0010602,             0.93855,             0.78137,             0.84466,             0.55693,             0.02188,            0.023283,            0.003268,           0.0096892,           0.0096892,           0.0096892
                 240,            0.014442,             0.01266,           0.0010567,             0.92829,             0.78095,             0.85138,             0.56045,             0.02163,            0.023683,            0.003649,           0.0096866,           0.0096866,           0.0096866
                 241,            0.013219,            0.012511,           0.0012342,             0.94041,             0.77445,             0.85969,             0.57524,            0.021425,            0.024185,           0.0035135,            0.009684,            0.009684,            0.009684
                 242,            0.013401,            0.012122,           0.0014021,             0.92003,             0.80266,             0.86039,             0.56931,            0.021572,            0.023806,           0.0030436,           0.0096814,           0.0096814,           0.0096814
                 243,            0.013044,            0.012067,           0.0012113,             0.92951,             0.79532,             0.85682,             0.56465,            0.021882,            0.023755,           0.0028687,           0.0096788,           0.0096788,           0.0096788
                 244,            0.013326,            0.011654,           0.0010981,             0.87878,             0.85271,             0.87243,              0.5808,            0.021443,            0.023484,           0.0026491,           0.0096761,           0.0096761,           0.0096761
                 245,            0.012994,            0.011382,           0.0010442,             0.89381,             0.83406,             0.86422,             0.57904,            0.021357,              0.0243,            0.002495,           0.0096735,           0.0096735,           0.0096735
                 246,            0.013969,            0.011668,           0.0015195,             0.94441,              0.8015,             0.85894,              0.5662,             0.02141,             0.02354,           0.0028013,           0.0096709,           0.0096709,           0.0096709
                 247,            0.014045,            0.012296,           0.0014433,             0.84054,             0.84835,             0.85465,             0.57165,            0.021179,            0.022652,           0.0028219,           0.0096682,           0.0096682,           0.0096682
                 248,            0.013308,            0.012523,           0.0016478,             0.87059,             0.79376,             0.82961,             0.54665,            0.021308,            0.023316,           0.0031546,           0.0096655,           0.0096655,           0.0096655
                 249,            0.013894,            0.012859,           0.0010111,             0.84779,             0.84216,             0.85344,             0.56398,            0.021051,            0.022856,           0.0027968,           0.0096628,           0.0096628,           0.0096628
                 250,            0.013997,             0.01351,           0.0012975,              0.9009,             0.81868,             0.84523,              0.5603,            0.021558,            0.023099,           0.0031741,           0.0096602,           0.0096602,           0.0096602
                 251,            0.013454,            0.011738,           0.0010267,             0.84984,             0.82703,             0.84766,             0.54983,            0.021541,            0.023703,           0.0032727,           0.0096575,           0.0096575,           0.0096575
                 252,            0.012742,            0.011646,          0.00099955,             0.89426,              0.8029,             0.84514,               0.558,            0.021848,            0.023462,           0.0033519,           0.0096547,           0.0096547,           0.0096547
                 253,            0.012814,            0.012586,           0.0010592,             0.87931,             0.82152,              0.8409,             0.56144,            0.021695,            0.023048,           0.0036395,            0.009652,            0.009652,            0.009652
                 254,            0.013216,            0.011892,          0.00079334,              0.9104,             0.78599,             0.84322,              0.5556,            0.021727,              0.0235,           0.0033947,           0.0096493,           0.0096493,           0.0096493
                 255,            0.013697,            0.012134,          0.00092333,              0.8994,             0.81796,             0.83722,              0.5568,            0.021852,             0.02407,            0.003011,           0.0096466,           0.0096466,           0.0096466
                 256,            0.013334,             0.01209,           0.0013778,             0.92341,             0.80925,             0.84142,             0.56217,            0.021727,            0.023689,           0.0032099,           0.0096438,           0.0096438,           0.0096438
                 257,            0.013629,            0.012127,           0.0011252,             0.92589,             0.76695,             0.84004,             0.55525,            0.021456,            0.023156,           0.0037171,            0.009641,            0.009641,            0.009641
                 258,            0.013436,            0.012248,           0.0012875,             0.89877,             0.79839,             0.84637,             0.55884,            0.021512,             0.02304,           0.0035766,           0.0096383,           0.0096383,           0.0096383
                 259,            0.013061,            0.012097,           0.0016068,              0.9095,             0.77511,             0.83896,             0.55411,            0.021934,            0.023618,           0.0042652,           0.0096355,           0.0096355,           0.0096355
                 260,              0.0135,            0.012798,           0.0012129,             0.92753,             0.78544,             0.83681,             0.55891,            0.021882,            0.023073,           0.0046104,           0.0096327,           0.0096327,           0.0096327
                 261,            0.013192,            0.011076,          0.00098202,             0.88635,             0.76968,              0.8356,             0.54953,            0.021827,             0.02343,           0.0045827,           0.0096299,           0.0096299,           0.0096299
                 262,            0.013815,            0.012968,           0.0012991,             0.89807,             0.76816,             0.82742,             0.54247,            0.022114,            0.023405,           0.0050393,           0.0096271,           0.0096271,           0.0096271
                 263,            0.013597,            0.012744,           0.0013537,             0.90412,             0.78033,             0.84803,             0.54939,             0.02234,            0.023287,           0.0041591,           0.0096243,           0.0096243,           0.0096243
                 264,             0.01396,            0.013091,           0.0014003,             0.85686,             0.78151,             0.80281,             0.52369,            0.022303,            0.023441,           0.0048358,           0.0096214,           0.0096214,           0.0096214
                 265,            0.013309,            0.013257,           0.0015004,             0.84451,             0.78659,              0.8189,             0.52585,            0.022028,            0.023135,           0.0050661,           0.0096186,           0.0096186,           0.0096186
                 266,            0.013533,            0.012934,           0.0011503,             0.87855,             0.83761,             0.84164,             0.54889,            0.022043,            0.023546,           0.0050416,           0.0096157,           0.0096157,           0.0096157
                 267,             0.01292,            0.012678,           0.0011634,             0.88798,             0.82454,             0.83101,              0.5494,            0.022087,            0.023163,           0.0047355,           0.0096129,           0.0096129,           0.0096129
                 268,            0.013794,            0.012566,           0.0011235,             0.94292,             0.80711,             0.84982,              0.5617,            0.021694,             0.02342,           0.0044133,             0.00961,             0.00961,             0.00961
                 269,            0.013152,            0.013271,           0.0010529,             0.91783,             0.81077,             0.84759,             0.56531,             0.02165,            0.023593,           0.0044991,           0.0096071,           0.0096071,           0.0096071
                 270,            0.012712,            0.012386,           0.0012692,             0.89622,             0.79414,             0.83916,             0.56409,            0.021464,            0.023616,           0.0034429,           0.0096042,           0.0096042,           0.0096042
                 271,            0.013105,            0.012507,           0.0011686,             0.93816,              0.7777,             0.83582,             0.55744,            0.021603,            0.023675,           0.0035105,           0.0096013,           0.0096013,           0.0096013
                 272,            0.013172,            0.012638,           0.0014564,             0.89759,             0.83809,             0.86075,             0.56257,            0.021778,            0.023616,           0.0034916,           0.0095984,           0.0095984,           0.0095984
                 273,            0.013413,            0.012393,           0.0011946,             0.85497,             0.82488,             0.84128,             0.55808,            0.021892,            0.024232,           0.0040015,           0.0095955,           0.0095955,           0.0095955
                 274,            0.012793,            0.012035,           0.0012768,             0.87062,             0.81968,              0.8407,             0.55419,             0.02144,            0.023825,           0.0034185,           0.0095925,           0.0095925,           0.0095925
                 275,            0.012644,             0.01192,           0.0010659,               0.899,             0.79098,             0.83581,             0.55156,            0.021384,            0.023419,           0.0039538,           0.0095896,           0.0095896,           0.0095896
                 276,            0.012929,            0.013043,           0.0011496,             0.93741,             0.79734,             0.84826,             0.55659,            0.021501,            0.023477,           0.0037926,           0.0095866,           0.0095866,           0.0095866
                 277,            0.013513,            0.013288,           0.0012585,             0.93413,             0.79627,             0.84315,              0.5531,             0.02184,            0.022986,           0.0035881,           0.0095837,           0.0095837,           0.0095837
                 278,            0.013158,            0.012364,          0.00091366,             0.94764,             0.79899,             0.85164,             0.56692,            0.021332,            0.023134,           0.0035363,           0.0095807,           0.0095807,           0.0095807
                 279,             0.01388,            0.013393,          0.00080254,             0.92118,             0.81589,             0.86706,             0.56501,             0.02126,            0.023069,           0.0032166,           0.0095777,           0.0095777,           0.0095777
                 280,            0.012829,            0.011941,           0.0011356,              0.9028,             0.81087,             0.84804,             0.56503,            0.021855,            0.023182,           0.0034749,           0.0095747,           0.0095747,           0.0095747
                 281,            0.012818,            0.011392,          0.00087829,             0.90602,             0.80461,             0.84262,             0.56058,            0.022039,            0.023648,           0.0038315,           0.0095717,           0.0095717,           0.0095717
                 282,            0.013086,            0.011814,          0.00095561,             0.87712,             0.83131,             0.84448,             0.56789,            0.021306,             0.02253,           0.0034676,           0.0095687,           0.0095687,           0.0095687
                 283,             0.01277,            0.012016,          0.00080801,             0.91304,             0.76631,             0.82627,             0.55295,            0.021541,            0.023212,           0.0033394,           0.0095657,           0.0095657,           0.0095657
                 284,            0.013062,            0.011446,           0.0013749,             0.86685,             0.80569,             0.84028,              0.5543,            0.021452,            0.023282,           0.0033924,           0.0095626,           0.0095626,           0.0095626
                 285,            0.013188,            0.012508,           0.0013951,              0.8857,             0.78942,             0.83087,             0.54632,            0.021908,            0.023045,           0.0042068,           0.0095596,           0.0095596,           0.0095596
                 286,            0.012559,            0.012074,           0.0010681,             0.95822,             0.77358,             0.85165,             0.57342,            0.021653,            0.023633,           0.0040988,           0.0095565,           0.0095565,           0.0095565
                 287,            0.012395,            0.011495,           0.0010299,             0.89839,             0.79507,             0.84017,             0.56766,            0.021497,            0.023757,           0.0040082,           0.0095535,           0.0095535,           0.0095535
                 288,            0.013165,            0.012035,           0.0009186,             0.95355,               0.774,             0.83005,             0.54797,            0.021516,             0.02369,           0.0037842,           0.0095504,           0.0095504,           0.0095504
                 289,            0.013472,            0.011089,           0.0011744,             0.91645,             0.75065,             0.83197,             0.54903,            0.021611,            0.023144,           0.0037769,           0.0095473,           0.0095473,           0.0095473
                 290,            0.012967,            0.011265,           0.0012214,             0.83643,             0.77282,             0.79597,             0.52525,            0.021661,            0.023505,           0.0041186,           0.0095442,           0.0095442,           0.0095442
                 291,            0.012868,            0.011127,          0.00090188,             0.90443,             0.73915,             0.80201,             0.53043,            0.021505,            0.023847,           0.0042182,           0.0095411,           0.0095411,           0.0095411
                 292,            0.012527,            0.012077,           0.0011707,             0.90639,              0.7829,              0.8395,              0.5557,            0.021703,            0.023592,           0.0045978,            0.009538,            0.009538,            0.009538
                 293,            0.012925,             0.01198,           0.0011974,             0.86085,             0.81421,             0.83059,             0.55505,            0.021443,            0.023652,            0.004976,           0.0095349,           0.0095349,           0.0095349
                 294,            0.012777,            0.011939,           0.0011281,              0.8645,             0.80247,             0.83145,             0.54917,            0.021866,            0.024322,           0.0045555,           0.0095318,           0.0095318,           0.0095318
                 295,            0.012742,            0.012507,           0.0009809,              0.9435,             0.76918,             0.83837,             0.55503,            0.021786,            0.023683,           0.0043851,           0.0095286,           0.0095286,           0.0095286
                 296,            0.012976,            0.011611,           0.0010727,             0.89883,             0.78187,             0.82485,             0.54048,            0.021846,            0.023986,           0.0036982,           0.0095255,           0.0095255,           0.0095255
                 297,            0.012668,            0.011654,           0.0010281,             0.87687,             0.81979,             0.82947,             0.54944,            0.021685,            0.023815,           0.0036418,           0.0095223,           0.0095223,           0.0095223
                 298,            0.012331,            0.011863,          0.00084132,             0.84867,             0.82397,             0.83402,             0.55821,            0.021411,            0.023869,           0.0034963,           0.0095191,           0.0095191,           0.0095191
                 299,             0.01236,            0.011813,           0.0012113,             0.86179,             0.79634,             0.81846,             0.54337,            0.021792,            0.024028,           0.0036151,           0.0095159,           0.0095159,           0.0095159
                 300,            0.012163,            0.011005,            0.001217,             0.85668,             0.81045,             0.82983,              0.5512,            0.021692,            0.023777,           0.0035685,           0.0095127,           0.0095127,           0.0095127
                 301,            0.013019,            0.012497,           0.0011112,             0.89235,             0.79407,             0.82843,             0.54848,             0.02168,            0.023908,           0.0038182,           0.0095095,           0.0095095,           0.0095095
                 302,            0.012354,             0.01162,          0.00093193,             0.87982,             0.80032,             0.83846,              0.5589,            0.021581,            0.023625,           0.0041243,           0.0095063,           0.0095063,           0.0095063
                 303,            0.012224,             0.01156,          0.00098961,             0.85656,             0.80586,             0.83337,                0.55,            0.021547,            0.024196,           0.0040573,           0.0095031,           0.0095031,           0.0095031
                 304,            0.013149,            0.011563,          0.00078197,             0.85916,             0.79625,             0.83995,             0.55402,            0.021513,            0.024294,           0.0041445,           0.0094999,           0.0094999,           0.0094999
                 305,            0.012195,            0.011084,           0.0008657,             0.87593,             0.83138,             0.85365,             0.57653,            0.021551,             0.02484,           0.0040457,           0.0094966,           0.0094966,           0.0094966
                 306,            0.012336,            0.011787,          0.00081494,              0.8757,             0.84208,             0.85644,             0.57707,             0.02146,            0.024036,           0.0036764,           0.0094934,           0.0094934,           0.0094934
                 307,            0.012916,            0.011839,           0.0009481,             0.89869,             0.79393,             0.84264,             0.57359,            0.021242,             0.02404,           0.0037627,           0.0094901,           0.0094901,           0.0094901
